id,class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
7711,p,2.63,x,g,n,f,a,,w,7.86,2.67,,,w,,,f,f,,d,u
7712,e,4.13,x,h,o,f,d,c,o,4.82,7.13,,,w,,,f,f,,m,u
7713,e,11.64,f,t,p,t,d,c,o,5.69,18.34,,,w,,,f,f,,d,a
7714,e,4.12,x,s,n,f,p,,n,5.47,11.78,,,e,,,f,f,,d,a
7715,e,4.57,x,s,n,f,p,,n,5.35,11.1,,,e,,,f,f,,d,u
7716,p,3.66,f,,n,f,s,c,w,4.57,3.47,,i,n,,,f,f,,d,a
7717,p,5.37,f,k,y,f,p,,n,3.59,5.79,,k,n,,,t,f,,d,u
7718,p,7.83,o,e,n,f,,c,y,1.48,15.8,,,n,,,f,f,,d,a
7719,p,1.53,x,k,n,f,,,n,4.98,1.66,,,n,,,f,f,,d,s
7720,p,8.74,o,,e,f,f,f,f,3.35,25.22,,g,n,,,f,f,,d,u
7721,e,8.15,x,t,y,f,p,,y,7.77,15.4,,,y,,y,t,,,d,u
7722,e,1.35,c,g,n,f,a,,w,5.01,1.44,,,g,,,f,f,,l,u
7723,e,10.92,s,,w,t,d,c,p,5.24,23.27,,,w,,,f,f,,d,u
7724,e,11.32,x,t,n,t,p,,y,7.29,22.66,,,n,,,f,f,,d,a
7725,e,10.02,p,y,w,f,e,c,w,24.19,14.19,,s,w,,,t,e,,d,s
7726,p,4.64,c,i,y,f,,c,r,6.9,8.15,,,w,,,f,f,,d,u
7727,e,1.5,x,w,n,f,,d,g,4.8,2.41,,,w,,,f,f,,d,s
7728,p,8.43,f,t,e,f,x,d,w,6.22,16.79,b,,w,,,f,f,,d,u
7729,e,1.47,c,g,n,f,a,,g,4.73,1.41,,,g,,,f,f,,d,u
7730,p,1.6,b,g,n,f,,c,n,4.81,2.73,,,n,,,f,f,,m,u
7731,p,11.99,x,t,n,f,a,d,w,9.84,27.01,,,w,,,f,f,,d,u
7732,p,5.44,x,i,o,f,e,,k,6.75,8.18,,,k,,,f,f,,g,u
7733,p,2.82,f,y,p,f,e,c,n,4.62,3.4,,k,w,,,t,e,,d,a
7734,p,1.17,f,s,y,f,f,f,f,3.74,5.77,,,y,,,f,f,,d,u
7735,p,3.95,o,,w,f,f,f,f,6.12,33.28,,g,w,,,t,f,,p,u
7736,e,3.67,x,h,p,f,a,c,o,4.5,6.33,,,e,,,f,f,,g,w
7737,e,6.03,x,h,y,t,x,c,y,6.98,13.26,,,w,,,f,f,,d,u
7738,e,6.15,x,l,w,f,d,,p,3.53,10.76,,,w,,,f,f,,g,u
7739,p,1.86,b,,g,f,a,,g,4.68,1.83,,s,g,,,f,f,,d,a
7740,e,13.39,f,,g,f,d,c,y,2.8,17.01,,,w,,,f,f,,d,w
7741,p,8.36,f,,w,f,x,c,w,9.99,12.27,r,i,w,,,f,f,,d,u
7742,p,5.95,f,,y,f,s,d,y,5.33,10.26,,i,y,,,f,f,,d,a
7743,p,8.34,x,s,n,f,s,,g,6.32,7.76,,y,n,,,f,f,,d,a
7744,e,11.0,s,t,p,t,d,c,o,6.29,17.41,,,w,,,f,f,,d,a
7745,p,10.75,o,,e,f,f,f,f,3.04,24.75,,g,n,,,f,f,,d,s
7746,e,3.98,f,g,n,f,a,d,g,5.83,3.41,,s,g,,,f,f,,d,w
7747,e,8.15,s,l,w,f,d,,p,3.49,9.44,,,w,,,f,f,,d,a
7748,p,3.55,x,y,r,f,s,c,u,5.22,6.59,,y,w,,,t,e,k,g,u
7749,e,3.51,x,k,n,f,p,,n,4.32,10.01,,,y,,,f,f,,d,a
7750,p,18.32,x,t,n,f,a,d,w,9.91,28.28,,,w,,,f,f,,d,u
7751,p,1.72,b,h,n,f,a,,n,4.31,1.65,,t,n,,,f,f,,g,a
7752,e,3.78,f,s,w,f,e,c,p,4.41,11.68,,,w,,w,t,e,,m,a
7753,p,13.53,x,s,y,f,s,,y,7.38,17.71,,i,n,,,f,f,,d,u
7754,p,7.36,x,h,e,f,x,d,w,5.82,17.21,b,,w,,,f,f,,d,a
7755,p,6.6,x,,u,t,x,,u,7.28,19.49,s,,n,,u,f,f,,d,a
7756,e,15.37,x,e,n,t,e,,w,10.17,17.99,,,w,,,t,,,g,u
7757,p,3.19,s,d,w,f,d,d,w,4.0,2.56,,h,w,,,f,f,,g,u
7758,e,3.83,x,,y,f,a,c,y,3.56,6.14,,,w,,,f,f,,d,u
7759,p,0.83,x,,y,f,d,,o,4.86,1.05,,,y,,,f,f,w,g,a
7760,p,14.48,x,k,n,t,p,,y,9.25,29.45,c,,y,,,f,f,,d,a
7761,p,2.96,s,w,o,t,d,c,n,2.77,6.0,,,n,,,f,f,,d,a
7762,p,4.14,b,y,n,f,e,c,w,5.37,3.72,,k,w,,,t,e,,d,u
7763,p,2.63,x,g,e,f,a,,p,6.78,2.41,,,w,,,f,f,,d,a
7764,p,8.62,s,,o,t,d,,o,5.12,12.51,,,w,,,t,f,,d,u
7765,p,1.24,x,g,w,f,a,d,w,3.08,1.53,,,e,,,f,f,,d,u
7766,e,7.59,f,s,n,f,s,c,w,7.24,9.93,b,i,n,,,f,f,,l,u
7767,e,9.21,x,,g,f,s,c,g,8.56,22.33,b,,u,,,f,f,,g,w
7768,p,15.81,f,k,n,f,d,c,y,5.05,24.36,,k,n,,,f,f,,d,a
7769,e,9.99,x,h,n,t,p,,n,8.35,18.22,,,n,,w,t,p,,d,u
7770,p,19.54,s,s,n,f,d,c,y,7.38,38.21,,k,k,,,f,f,,d,a
7771,p,7.68,f,d,e,t,d,c,w,6.62,8.65,,,n,,,f,f,,d,u
7772,p,2.11,p,t,n,f,a,,g,7.87,2.7,,t,y,,,t,e,,m,a
7773,e,3.82,s,d,g,t,d,c,p,5.0,5.93,,,g,,,f,f,,d,u
7774,p,8.54,f,y,e,f,s,c,y,8.14,22.57,,y,y,,,f,f,,d,a
7775,p,1.6,x,g,y,f,d,d,n,1.82,2.52,,s,n,,,f,f,,h,a
7776,e,8.2,x,s,w,f,s,c,w,6.9,32.44,,,w,,,f,f,,d,u
7777,p,5.95,x,t,y,f,x,c,y,5.29,13.22,,,y,,,f,f,,d,a
7778,e,7.3,f,s,w,f,e,c,w,19.84,13.57,,s,w,,,t,e,,d,s
7779,p,7.16,s,t,r,t,d,,g,4.36,12.36,,t,n,,,f,f,,d,a
7780,e,4.21,x,t,n,f,p,,n,6.79,13.14,,,n,,,f,f,,d,a
7781,p,3.49,f,d,n,f,x,c,y,4.92,3.19,b,s,n,,,f,f,,l,a
7782,e,8.59,x,h,y,t,x,c,y,8.27,15.84,,,w,,,f,f,,d,a
7783,e,7.99,f,,g,f,s,c,p,7.19,21.44,b,,u,,,f,f,,d,a
7784,e,5.66,f,s,g,f,s,c,w,5.21,8.43,b,i,w,,,f,f,,m,u
7785,p,1.84,x,i,e,f,a,,w,4.16,2.53,,,w,,,f,f,p,g,u
7786,p,2.42,f,,u,f,a,c,n,3.24,3.53,,i,u,,,f,f,,p,a
7787,p,6.58,o,e,n,f,,c,y,1.25,14.68,,,y,,,f,f,,d,w
7788,e,6.73,x,d,n,t,p,,y,8.47,16.4,,,y,,,f,f,,d,u
7789,e,5.57,x,h,n,f,x,c,w,6.03,6.16,,s,n,,,t,r,,d,s
7790,e,6.74,f,s,b,f,x,c,w,6.3,10.18,,s,n,,,f,f,,l,a
7791,e,11.93,s,s,y,f,x,,n,6.3,20.33,,,p,,,f,f,,d,w
7792,p,3.18,s,w,o,t,d,c,n,3.65,5.84,,,n,,,f,f,,d,u
7793,e,4.94,x,h,n,f,e,,n,11.69,12.26,,s,n,u,w,f,f,,d,u
7794,p,2.29,b,g,y,f,,c,n,6.37,3.63,,,n,,,f,f,,g,u
7795,p,0.96,f,,o,f,d,,o,5.25,1.11,,,o,,,f,f,w,g,a
7796,e,1.48,c,g,n,f,a,,w,4.67,1.36,,,g,,,f,f,,h,u
7797,e,7.11,f,t,o,f,s,,y,9.14,12.47,,t,n,,,f,f,,d,a
7798,p,7.65,s,t,r,t,d,,w,4.48,12.69,,t,g,,,f,f,,d,u
7799,p,2.67,o,,k,f,f,f,f,3.04,13.08,,g,n,,,f,f,,d,a
7800,e,4.04,x,,y,f,a,c,y,3.28,8.45,,,w,,,f,f,,d,a
7801,p,6.45,f,d,e,t,d,c,y,6.31,8.65,,,n,,,f,f,,d,a
7802,e,6.18,x,,y,f,a,c,w,7.85,15.04,,,w,,,f,f,,d,a
7803,p,6.97,x,,w,f,,c,w,3.87,11.95,,,w,,,f,f,,d,a
7804,e,4.16,f,y,n,f,s,,g,3.73,2.53,,,w,,,f,f,,d,u
7805,e,5.24,f,y,n,f,s,,w,4.0,6.96,,,w,,,f,f,,d,u
7806,p,8.15,x,t,n,f,s,,g,6.58,8.04,,y,n,,,f,f,,d,a
7807,e,1.55,x,t,n,f,d,,w,5.47,2.0,,t,y,,,f,f,,d,u
7808,p,1.59,x,k,n,f,,,n,4.25,2.57,,,n,,,f,f,,d,u
7809,p,2.78,s,d,w,f,d,d,w,3.13,2.42,,h,w,,,f,f,,g,u
7810,p,3.16,f,y,p,f,e,c,w,3.91,3.26,,k,w,,,t,e,,m,u
7811,e,5.68,f,y,n,f,e,c,p,4.42,11.7,,,w,,,t,r,,w,a
7812,p,4.9,f,k,y,f,p,,n,3.12,6.41,,k,n,,,t,f,,d,u
7813,e,11.98,x,h,y,t,p,,y,8.49,22.88,,,n,,,f,f,,d,u
7814,e,11.48,f,s,u,f,x,,n,5.98,24.2,,,w,,,f,f,,d,a
7815,e,8.18,s,,g,f,s,c,b,7.92,20.78,,,b,,,f,f,,l,a
7816,p,0.68,x,g,o,f,,,y,3.58,0.87,,,w,,,f,f,,d,a
7817,e,19.36,s,t,k,f,a,d,k,8.43,23.38,,,w,,,f,f,w,d,w
7818,p,9.16,x,,n,f,x,c,w,9.74,9.46,r,i,w,,,f,f,,d,u
7819,e,4.69,s,d,g,t,d,c,p,4.53,5.85,,,n,,,f,f,,d,u
7820,p,1.02,x,g,w,f,a,d,w,3.32,1.63,,,e,,,f,f,,l,u
7821,p,3.45,b,y,n,f,,c,g,6.03,4.45,s,s,w,,,f,f,,d,u
7822,e,7.61,x,t,n,t,p,,y,6.73,21.87,,,n,,,f,f,,d,a
7823,e,5.64,x,w,y,f,f,f,f,5.63,12.64,,,y,,,f,f,,d,u
7824,p,21.29,f,d,n,f,d,c,y,7.03,39.15,,k,k,,,f,f,,d,a
7825,p,3.82,b,y,n,f,,c,u,6.16,4.54,s,s,w,,,f,f,,d,u
7826,p,13.26,x,t,n,f,p,,y,4.92,35.08,,,n,,,f,f,,d,w
7827,e,6.51,f,h,k,f,s,d,g,5.7,10.7,,s,g,,,f,f,,d,u
7828,e,1.41,c,g,n,f,a,,g,6.0,1.54,,,g,,,f,f,,l,u
7829,e,50.51,o,y,y,f,p,,y,9.25,47.3,,,n,,,f,f,,d,s
7830,e,4.69,x,,w,f,x,c,w,8.29,10.02,b,,n,,w,t,,,g,s
7831,p,1.4,b,h,n,f,a,,n,4.49,1.61,,t,n,,,f,f,,g,s
7832,e,3.82,x,,w,f,d,,r,5.27,6.67,,,r,,,f,f,,l,u
7833,p,9.49,x,,n,t,x,,u,8.82,18.06,s,,g,,u,f,f,,d,a
7834,p,2.82,f,y,e,f,e,c,w,4.37,3.37,,k,w,,,t,e,,d,a
7835,p,4.83,s,d,o,f,d,c,y,3.45,6.18,,,y,,,f,f,,h,u
7836,e,4.02,x,,w,f,x,c,w,7.81,8.19,b,,w,,w,t,,,d,a
7837,e,11.28,f,y,e,f,,,w,7.91,26.39,b,,n,,w,t,e,,d,u
7838,e,8.81,p,s,w,t,e,,n,7.1,16.61,s,,w,,,t,r,,m,u
7839,p,1.62,x,k,n,f,,,n,4.43,1.71,,,n,,,f,f,,d,a
7840,e,7.19,x,y,n,f,s,,y,4.53,7.94,,,w,,,f,f,,d,u
7841,e,1.41,f,w,g,f,,d,k,4.96,2.53,,,w,,,f,f,,g,u
7842,p,4.61,x,s,y,f,,c,y,9.27,8.35,,,y,u,w,t,z,k,d,a
7843,p,10.36,x,h,n,t,p,,e,9.56,30.73,c,,y,,,f,f,,d,a
7844,p,2.67,s,,n,t,d,c,p,4.28,4.9,,,e,,,f,f,,d,u
7845,p,5.57,f,k,y,f,p,,n,3.12,5.34,,k,n,,,t,f,,d,u
7846,e,4.09,f,s,w,f,d,d,w,3.33,5.79,,,w,,,f,f,,g,w
7847,p,2.04,f,i,n,f,a,,p,4.57,3.46,,,w,,,f,f,p,g,a
7848,e,10.18,x,y,y,f,,,w,7.23,24.49,b,,n,,,t,e,,d,w
7849,p,5.69,s,,e,t,d,c,p,6.49,6.13,,,n,,,f,f,,d,u
7850,e,4.27,o,l,n,f,f,f,f,5.17,38.48,,,n,,,f,f,g,d,u
7851,e,3.81,x,,n,f,x,c,n,7.75,8.29,b,,n,,w,t,,,g,a
7852,p,3.73,b,y,n,f,,c,u,6.21,4.59,,s,w,,,f,f,,d,a
7853,p,8.07,f,y,u,f,s,c,y,6.59,18.25,,y,u,,,f,f,,d,a
7854,e,4.24,x,t,n,f,a,d,n,5.43,4.48,,k,n,,,f,f,,d,s
7855,e,4.39,x,s,n,f,p,,n,6.19,11.34,,,n,,,f,f,,d,a
7856,p,3.48,f,t,n,f,x,c,p,4.97,3.95,,i,n,,,f,f,,g,a
7857,p,1.51,x,,n,f,,,n,5.44,2.54,,s,n,,,f,f,k,g,u
7858,p,4.54,b,t,n,f,,,n,9.83,5.97,,,w,,,t,,k,g,u
7859,p,12.43,x,h,w,f,s,,y,7.59,17.35,,i,n,,,f,f,,d,a
7860,p,4.44,c,i,y,f,,c,n,6.07,6.96,,,w,,,f,f,,d,a
7861,p,2.09,b,t,n,f,,c,n,7.89,3.64,,,y,,,f,f,,m,u
7862,e,4.52,x,,n,f,x,c,n,8.1,8.57,b,,w,,w,t,,,g,u
7863,p,5.65,c,i,y,f,,c,n,6.68,7.65,,,w,,,f,f,,d,a
7864,p,3.2,x,y,n,f,a,,w,5.12,3.58,,y,n,,,t,r,,d,a
7865,e,15.6,p,s,w,t,e,,g,13.92,18.7,s,,w,,,t,r,,m,a
7866,e,4.07,x,t,o,f,p,,n,4.43,10.86,,,n,,,f,f,,d,a
7867,p,20.63,x,g,e,f,p,,y,6.74,41.17,,,n,,,f,f,,d,a
7868,p,17.08,f,g,o,f,e,,w,17.25,17.31,s,y,w,u,w,t,g,,d,a
7869,e,11.12,f,s,n,f,x,,n,8.3,24.88,,,n,,,f,f,,d,w
7870,e,6.92,x,t,n,f,p,d,y,7.77,12.67,,s,n,,,f,f,,d,u
7871,p,5.72,f,,g,f,d,c,w,5.17,9.46,b,,n,,,f,f,,l,a
7872,p,12.16,o,,n,f,f,f,f,3.61,25.26,,g,n,,,f,f,,d,u
7873,e,1.43,c,g,n,f,a,,w,4.73,1.27,,,g,,,f,f,,l,u
7874,e,7.03,f,d,b,f,d,d,o,6.15,12.25,,,w,,,f,f,,d,w
7875,e,11.16,s,t,o,t,d,c,o,6.17,17.54,,,w,,,f,f,,d,a
7876,e,1.45,x,g,n,f,a,,w,4.65,1.38,,,g,,,f,f,,d,u
7877,e,12.46,p,s,n,t,e,,g,11.22,17.51,s,,w,,,t,r,,m,u
7878,p,1.4,x,,n,f,,,n,4.92,2.21,,s,n,,,f,f,k,g,u
7879,p,7.67,f,h,e,f,x,d,w,6.58,17.33,b,,w,,,f,f,,d,a
7880,e,7.08,c,t,n,f,e,,w,13.26,13.25,,s,w,u,w,f,f,,d,u
7881,e,3.14,b,g,w,f,x,d,w,4.35,2.89,,,y,,,f,f,,g,u
7882,p,3.03,o,,k,f,f,f,f,3.73,16.53,,g,g,,,f,f,,d,u
7883,e,8.09,f,g,n,f,s,,y,9.63,13.9,,t,o,,,f,f,,d,a
7884,p,1.7,b,g,y,f,,c,n,5.67,2.81,,,n,,,f,f,,m,a
7885,e,3.28,x,,u,f,,d,w,5.48,4.96,,,w,,,f,f,,d,w
7886,p,14.33,x,s,n,t,p,,o,7.98,26.7,c,,y,,,f,f,,d,a
7887,p,7.45,x,e,e,f,a,,w,9.2,10.23,,,e,,w,t,z,,d,a
7888,p,17.37,x,d,e,f,p,,y,5.72,32.11,,,n,,,f,f,,d,a
7889,p,3.5,s,,u,f,a,,w,3.8,7.69,,,y,,,f,f,,d,a
7890,e,6.66,x,d,n,t,p,,y,8.06,16.48,,,y,,,f,f,,d,a
7891,e,9.44,f,s,w,t,e,,g,8.34,16.93,s,,w,,,t,l,,m,a
7892,e,10.91,x,s,k,f,a,c,w,5.39,17.24,,,w,,,f,f,,d,u
7893,e,11.07,s,,w,t,d,c,w,5.4,24.68,,,w,,,f,f,,d,a
7894,p,3.05,x,s,g,f,d,c,w,2.79,6.43,,,w,,,f,f,,g,a
7895,e,3.0,b,y,n,f,,c,k,6.09,2.77,,,w,,,f,f,,d,a
7896,e,8.9,p,,n,f,a,,w,6.62,15.2,,,g,,,f,f,,g,a
7897,p,2.5,x,g,e,f,a,,w,7.24,2.42,,,w,,,f,f,,d,u
7898,e,6.29,s,,n,f,d,c,w,5.72,8.83,,s,w,,,f,f,,d,a
7899,p,1.72,b,h,n,f,a,,n,5.0,1.75,,t,n,,,f,f,,g,s
7900,e,1.17,p,g,g,f,,,g,3.4,1.68,,,w,,,f,f,,d,a
7901,e,9.62,f,e,b,f,,c,b,4.97,19.94,,,w,,,t,f,,d,a
7902,e,3.93,f,t,n,f,d,,o,6.03,6.85,,t,w,,,f,f,,d,u
7903,e,7.72,f,g,n,f,s,,y,9.13,12.86,,t,n,,,f,f,,d,a
7904,e,4.19,x,t,y,f,a,c,y,6.31,9.75,,,w,,,f,f,,d,u
7905,p,9.92,x,,n,f,p,,p,10.54,29.61,c,,n,,,f,f,p,d,u
7906,e,6.69,x,h,n,f,x,c,n,6.02,6.56,,y,n,,,t,r,,d,u
7907,e,10.01,f,,n,t,,,w,10.46,14.65,b,,w,u,w,t,g,,d,a
7908,p,5.62,x,d,n,t,d,c,n,5.68,8.72,,,n,,,f,f,,d,u
7909,p,8.43,s,t,g,t,d,,g,4.53,12.78,,t,r,,,f,f,,d,a
7910,p,6.58,f,w,w,f,x,c,w,9.47,10.71,r,i,w,,,f,f,,g,u
7911,e,1.14,x,t,n,f,,d,k,4.75,2.39,,,w,,,f,f,,d,a
7912,e,5.92,s,l,w,f,d,,p,3.54,8.77,,,w,,,f,f,,d,u
7913,p,1.89,x,i,l,f,a,,p,3.62,2.36,,,w,,,f,f,p,g,u
7914,p,8.42,f,y,y,f,s,c,y,7.44,14.46,,y,u,,,f,f,,d,u
7915,p,5.71,b,s,g,f,,,g,9.02,12.53,,s,w,,,t,z,,g,s
7916,p,2.45,x,g,e,f,a,,w,6.72,2.37,,,w,,,f,f,,d,a
7917,p,1.18,x,s,y,f,f,,f,2.87,4.42,,,y,,,f,f,,d,a
7918,e,12.1,f,e,b,f,,c,b,5.11,20.33,,,w,,,t,f,,d,a
7919,p,5.62,x,s,n,f,s,,g,5.1,6.67,,y,n,,,f,f,,d,w
7920,p,9.23,s,,y,t,d,,o,5.71,11.98,,,w,,,t,f,,d,u
7921,p,3.21,f,d,n,f,x,c,y,4.01,2.82,b,s,n,,,f,f,,d,u
7922,p,4.29,x,s,n,f,s,,w,5.0,6.94,,y,n,,,f,f,,d,w
7923,p,1.67,b,,g,f,a,,g,5.36,2.05,,s,g,,,f,f,,d,u
7924,e,3.9,b,g,g,f,a,d,g,5.32,3.24,,s,g,,,f,f,,d,a
7925,e,6.6,x,y,n,f,e,c,w,6.43,10.31,,y,n,,,f,f,,d,a
7926,p,6.06,s,d,y,f,d,c,o,3.82,6.94,,,y,,,f,f,,h,a
7927,e,3.48,x,s,w,f,d,d,w,2.9,5.79,,,w,,,f,f,,g,w
7928,e,4.76,x,y,n,f,s,,y,4.21,6.73,,,w,,,f,f,,d,a
7929,p,2.84,x,d,w,f,a,d,p,4.15,2.45,,h,w,,,f,f,,g,a
7930,e,1.43,x,s,n,f,a,,w,6.71,13.51,,t,y,,,f,f,,d,a
7931,p,8.38,f,,r,f,x,c,y,8.01,13.93,,,w,,,f,f,,d,a
7932,p,4.82,s,,e,t,d,c,w,4.48,7.09,,,n,,,f,f,,d,a
7933,p,5.05,x,s,y,f,a,c,y,6.12,6.94,,g,o,,,f,f,,g,u
7934,p,1.35,b,h,n,f,a,,n,4.53,1.25,,t,n,,,f,f,,g,u
7935,p,1.52,b,g,n,f,,c,n,5.87,2.79,,,n,,,f,f,,g,u
7936,p,0.55,x,g,y,f,,,y,3.43,0.77,,,y,,,f,f,,d,a
7937,p,15.13,x,k,n,t,p,,y,8.73,28.34,c,,y,,,f,f,,d,u
7938,e,5.93,x,h,n,f,x,c,n,6.29,6.01,,y,n,,,t,r,,d,a
7939,p,1.64,b,h,n,f,a,,n,4.61,1.37,,t,n,,,f,f,,h,u
7940,e,58.11,o,y,y,f,p,,y,7.23,31.3,,k,n,,,f,f,,d,s
7941,p,6.2,x,d,n,f,a,c,y,5.94,7.6,,i,y,,,t,,,d,a
7942,e,5.55,x,h,n,f,x,c,n,5.36,6.73,,y,n,,,t,r,,d,a
7943,p,8.45,b,y,n,f,,,w,15.57,18.32,,,w,,,f,f,,d,a
7944,p,7.6,b,t,w,f,e,c,w,12.83,11.84,,y,w,u,w,t,e,,d,a
7945,e,4.21,o,l,n,f,f,f,f,5.36,42.28,,,n,,,f,f,g,d,a
7946,p,3.13,f,w,p,f,a,,y,4.6,5.65,,t,r,,,f,f,,m,a
7947,p,2.1,x,i,k,f,a,,p,4.08,2.36,,,w,,,f,f,p,g,u
7948,e,7.06,x,h,n,f,p,d,y,8.06,14.05,,s,n,,,f,f,,h,a
7949,e,7.56,f,s,n,f,s,c,w,6.41,9.85,b,i,n,,,f,f,,g,u
7950,e,7.36,x,,g,f,a,,w,7.61,14.44,,,g,,,f,f,,d,u
7951,p,1.36,x,g,y,f,d,d,n,2.91,2.51,,s,n,,,f,f,,h,a
7952,e,1.51,c,g,n,f,a,,w,4.83,1.44,,,g,,,f,f,,l,u
7953,p,1.43,x,,n,f,,,n,3.84,2.6,,s,n,,,f,f,k,g,a
7954,p,8.05,p,g,n,f,e,,w,8.74,16.01,,y,w,u,w,t,p,,d,u
7955,p,17.22,x,k,w,t,d,d,n,7.84,32.61,,,w,,,f,f,,d,a
7956,e,3.66,x,s,w,f,d,d,w,3.82,6.69,,,w,,,f,f,,g,u
7957,p,6.54,x,y,w,t,,,g,8.64,14.98,s,,w,,,t,l,,g,u
7958,e,6.37,f,s,k,f,a,c,w,4.27,14.45,,,w,,,f,f,,d,u
7959,p,1.52,o,k,n,f,,,n,5.09,1.46,,,n,,,f,f,,d,u
7960,p,3.44,f,y,n,f,e,c,w,4.67,3.41,,k,w,,,t,e,,m,u
7961,p,1.42,o,k,n,f,,,n,3.82,1.48,,,n,,,f,f,,d,w
7962,e,6.49,s,d,b,f,d,d,o,7.19,11.92,,,w,,,f,f,,m,w
7963,e,9.04,f,,w,f,d,c,w,2.55,14.14,,,w,,,f,f,,g,w
7964,p,7.17,x,t,e,f,x,d,w,5.88,17.72,b,,w,,,f,f,,d,u
7965,e,12.99,s,,w,t,d,c,y,6.28,26.62,,,w,,,f,f,,d,u
7966,p,2.63,f,y,o,f,a,,y,3.36,5.81,,,y,,,f,f,,h,a
7967,e,15.74,f,e,g,f,d,c,w,10.56,27.47,s,,w,,,f,f,,l,w
7968,p,8.2,x,i,n,f,a,c,n,8.81,8.56,,i,n,,k,t,z,k,g,a
7969,p,6.93,s,t,y,f,x,c,y,6.3,12.88,,,y,,,f,f,,d,a
7970,e,6.73,x,h,n,f,a,d,n,5.89,4.71,,t,w,,,t,l,,d,w
7971,p,8.2,f,,w,f,x,c,w,10.41,12.72,r,i,w,,,f,f,,h,u
7972,p,7.55,x,w,p,f,s,c,p,4.18,8.29,,,p,,,f,f,,d,a
7973,p,2.56,f,s,o,f,a,,y,3.22,6.0,,,y,,,f,f,,m,a
7974,e,11.65,x,e,y,f,x,c,w,7.91,25.04,,,w,,,f,f,,d,a
7975,e,1.27,p,g,g,f,,,g,3.07,1.45,,,w,,,f,f,,d,w
7976,e,10.2,p,y,n,t,e,,p,9.3,17.8,,y,w,,,t,p,,d,a
7977,e,5.48,x,h,n,f,x,c,n,5.77,6.21,,s,n,,,t,r,,d,u
7978,p,2.66,x,g,e,f,a,,w,7.18,2.41,,,w,,,f,f,,d,u
7979,p,12.33,x,,n,f,e,,w,11.29,16.44,,,w,u,w,t,g,,d,a
7980,p,2.46,x,g,e,f,a,,p,5.05,2.4,,,w,,,f,f,,d,u
7981,e,6.12,x,t,n,f,e,,w,12.5,12.01,,s,n,u,w,f,f,,d,a
7982,e,7.86,f,i,n,f,e,c,n,5.12,13.57,,,w,,,t,r,,w,a
7983,e,6.38,x,h,n,f,x,c,w,6.96,5.98,,y,n,,,t,r,,d,s
7984,e,1.51,f,w,n,f,,d,g,5.25,2.44,,,w,,,f,f,,g,s
7985,p,3.88,x,h,o,f,a,c,n,4.72,6.27,,y,n,,,t,z,,d,w
7986,e,9.17,x,,n,t,,,w,10.48,16.21,b,,w,u,w,t,g,,d,a
7987,p,12.47,x,h,g,f,s,,p,7.67,17.72,,i,n,,,f,f,,d,a
7988,e,6.22,x,h,n,f,e,,w,9.44,10.87,,s,o,u,w,f,f,,d,a
7989,e,10.53,f,e,b,f,,c,b,5.19,19.6,,,w,,,t,f,,d,a
7990,p,9.82,x,,n,f,x,c,w,10.33,10.5,r,i,w,,,f,f,,h,u
7991,p,4.59,x,,p,f,,c,w,3.16,12.04,,,y,,,f,f,,d,a
7992,p,7.78,x,w,p,f,s,c,p,5.08,9.1,,,p,,,f,f,,d,w
7993,e,9.28,x,,n,f,a,,w,7.19,15.97,,,w,,,f,f,,g,u
7994,p,4.86,s,d,o,f,d,c,y,3.23,6.6,,,y,,,f,f,,h,a
7995,p,7.91,s,h,n,t,d,,w,4.4,10.09,,t,n,,,f,f,,d,a
7996,p,4.91,f,k,y,f,p,,n,3.8,4.91,,k,n,,,t,f,,d,u
7997,p,6.55,x,y,n,f,a,c,y,8.04,10.52,,y,y,,,t,,,d,u
7998,e,8.18,x,h,n,f,p,d,y,9.16,14.25,,s,n,,,f,f,,g,u
7999,p,0.72,x,g,p,f,a,,p,3.71,0.96,,h,k,,,f,f,,d,w
8000,e,3.98,f,t,n,f,d,,o,5.92,6.62,,t,o,,,f,f,,d,a
8001,e,10.76,x,,n,t,,,w,10.97,17.61,b,,w,u,w,t,g,,d,u
8002,p,7.19,x,y,y,f,a,c,y,9.22,10.26,,y,y,,,t,,,d,u
8003,e,2.73,s,,y,f,f,f,f,7.04,8.74,,,o,,,f,f,,d,a
8004,p,4.91,s,d,o,f,d,c,y,2.52,5.61,,,o,,,f,f,,h,u
8005,e,5.63,f,h,g,f,s,d,g,5.36,10.35,,s,g,,,f,f,,d,a
8006,e,2.96,b,y,n,f,,c,k,6.14,2.79,,,w,,,f,f,,d,s
8007,p,3.83,f,y,n,f,,c,w,6.33,4.53,s,s,w,,,f,f,,d,u
8008,e,13.75,s,,w,t,d,c,p,7.42,23.28,,,w,,,f,f,,d,a
8009,p,2.21,x,i,l,f,a,,p,4.46,2.5,,,w,,,f,f,p,g,a
8010,e,5.59,x,t,n,f,p,d,y,5.31,10.48,,s,n,,,f,f,,d,a
8011,p,8.05,x,,u,t,x,,u,9.28,20.34,s,,n,,u,f,f,,d,u
8012,p,13.16,f,h,o,f,e,,w,17.65,17.65,s,y,w,u,w,t,p,,d,w
